dataset,labelset,labelset_rank,label,iri
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0060
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0059
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0058
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0057
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0056
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0055
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0054
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0053
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0052
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0051
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0050
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0039
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0049
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0048
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0047
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0046
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0045
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0044
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0043
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0042
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0041
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0040
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2690
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2691
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2692
Whole Mouse Brain Taxonomy,cluster,0,2693 RE-Xi Nox4 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2693
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2694
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2695
Whole Mouse Brain Taxonomy,cluster,0,2696 RE-Xi Nox4 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2696
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2697
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2698
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0029
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2699
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0028
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0038
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0037
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0036
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0035
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0034
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0033
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0032
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0031
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0030
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_17,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2600
Whole Mouse Brain Taxonomy,cluster,0,2601 LH Pou4f1 Sox1 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2601
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2680
Whole Mouse Brain Taxonomy,cluster,0,2681 TH Prkcd Grin2c Glut_12,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2681
Whole Mouse Brain Taxonomy,cluster,0,2682 TH Prkcd Grin2c Glut_12,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2682
Whole Mouse Brain Taxonomy,cluster,0,2683 TH Prkcd Grin2c Glut_13,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2683
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2684
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2685
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2686
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0019
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2687
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0018
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2688
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0017
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2689
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0027
Whole Mouse Brain Taxonomy,cluster,0,2679 TH Prkcd Grin2c Glut_11,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2679
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0026
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0025
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0024
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0023
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0022
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0021
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0020
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2670
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2671
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2672
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2673
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2674
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0009
Whole Mouse Brain Taxonomy,cluster,0,2675 TH Prkcd Grin2c Glut_9,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2675
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0008
Whole Mouse Brain Taxonomy,cluster,0,2676 TH Prkcd Grin2c Glut_9,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2676
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0007
Whole Mouse Brain Taxonomy,cluster,0,2677 TH Prkcd Grin2c Glut_10,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2677
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0006
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2678
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0016
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2668
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0015
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2669
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0014
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0013
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0012
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0011
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0010
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2660
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2661
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2662
Whole Mouse Brain Taxonomy,cluster,0,2663 TH Prkcd Grin2c Glut_6,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2663
Whole Mouse Brain Taxonomy,cluster,0,2664 TH Prkcd Grin2c Glut_6,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2664
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2665
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2666
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2667
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0005
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2657
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0004
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2658
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0003
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2659
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0002
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_0001
Whole Mouse Brain Taxonomy,cluster,0,2650 TH Prkcd Grin2c Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2650
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2651
Whole Mouse Brain Taxonomy,cluster,0,2652 TH Prkcd Grin2c Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2652
Whole Mouse Brain Taxonomy,cluster,0,2653 TH Prkcd Grin2c Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2653
Whole Mouse Brain Taxonomy,cluster,0,2654 TH Prkcd Grin2c Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2654
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2655
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2656
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2646
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2647
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2648
Whole Mouse Brain Taxonomy,cluster,0,2649 TH Prkcd Grin2c Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2649
Whole Mouse Brain Taxonomy,cluster,0,2640 CM-IAD-CL-PCN Sema5b Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2640
Whole Mouse Brain Taxonomy,cluster,0,2641 CM-IAD-CL-PCN Sema5b Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2641
Whole Mouse Brain Taxonomy,cluster,0,2642 CM-IAD-CL-PCN Sema5b Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2642
Whole Mouse Brain Taxonomy,cluster,0,2643 CM-IAD-CL-PCN Sema5b Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2643
Whole Mouse Brain Taxonomy,cluster,0,2644 CM-IAD-CL-PCN Sema5b Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2644
Whole Mouse Brain Taxonomy,cluster,0,2645 CM-IAD-CL-PCN Sema5b Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2645
Whole Mouse Brain Taxonomy,cluster,0,2635 CM-IAD-CL-PCN Sema5b Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2635
Whole Mouse Brain Taxonomy,cluster,0,2636 CM-IAD-CL-PCN Sema5b Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2636
Whole Mouse Brain Taxonomy,cluster,0,2637 CM-IAD-CL-PCN Sema5b Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2637
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2638
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2639
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2630
Whole Mouse Brain Taxonomy,cluster,0,2631 PVT-PT Ntrk1 Glut_5,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2631
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2632
Whole Mouse Brain Taxonomy,cluster,0,2633 CM-IAD-CL-PCN Sema5b Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2633
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2634
Whole Mouse Brain Taxonomy,cluster,0,2624 PVT-PT Ntrk1 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2624
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2625
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2626
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2627
Whole Mouse Brain Taxonomy,cluster,0,2628 PVT-PT Ntrk1 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2628
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2629
Whole Mouse Brain Taxonomy,cluster,0,2620 PVT-PT Ntrk1 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2620
Whole Mouse Brain Taxonomy,cluster,0,2621 PVT-PT Ntrk1 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2621
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2622
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2623
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2613
Whole Mouse Brain Taxonomy,cluster,0,2614 AD Serpinb7 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2614
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2615
Whole Mouse Brain Taxonomy,cluster,0,2616 AV Col27a1 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2616
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2617
Whole Mouse Brain Taxonomy,cluster,0,2618 PVT-PT Ntrk1 Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2618
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_18,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2619
Whole Mouse Brain Taxonomy,cluster,0,2610 LH Pou4f1 Sox1 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2610
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_17,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2611
Whole Mouse Brain Taxonomy,cluster,0,2612 LH Pou4f1 Sox1 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2612
Whole Mouse Brain Taxonomy,cluster,0,2602 LH Pou4f1 Sox1 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2602
Whole Mouse Brain Taxonomy,cluster,0,2603 LH Pou4f1 Sox1 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2603
Whole Mouse Brain Taxonomy,cluster,0,2604 LH Pou4f1 Sox1 Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2604
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_17,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2605
Whole Mouse Brain Taxonomy,cluster,0,2606 LH Pou4f1 Sox1 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2606
Whole Mouse Brain Taxonomy,cluster,0,2607 LH Pou4f1 Sox1 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2607
Whole Mouse Brain Taxonomy,cluster,0,2608 LH Pou4f1 Sox1 Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2608
Whole Mouse Brain Taxonomy,cluster,0,2609 LH Pou4f1 Sox1 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2609
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_17,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2590
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_17,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2591
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_17,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2592
Whole Mouse Brain Taxonomy,cluster,0,h5ad data file for CS20230722_CLAS_17,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2593
Whole Mouse Brain Taxonomy,cluster,0,2594 MH Tac2 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2594
Whole Mouse Brain Taxonomy,cluster,0,2595 MH Tac2 Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2595
Whole Mouse Brain Taxonomy,cluster,0,2596 MH Tac2 Glut_5,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_CLUS_2596
