parent_curie,parent_label,parent_labelset,cluster_count,is_consistent,consistent_neurotransmitters,pattern_variety,all_patterns
WMB:CS20230722_SUPT_0708,0708 PAG-MRN Pou3f1 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0709,0709 PAG-MRN Pou3f1 Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0707,0707 PAG-MRN Pou3f1 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0715,0715 PRC-PAG Tcf7l2 Irx2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0713,0713 PRC-PAG Tcf7l2 Irx2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",11,True,Glut,1,Glut
WMB:CS20230722_SUPT_0714,0714 PRC-PAG Tcf7l2 Irx2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,Glut,1,Glut
WMB:CS20230722_SUPT_0711,0711 MRN Pou3f1 C1ql4 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0712,0712 MRN Pou3f1 C1ql4 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0710,0710 MRN Pou3f1 C1ql4 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0719,0719 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,Glut,1,Glut
WMB:CS20230722_SUPT_0717,0717 PRC-PAG Tcf7l2 Irx2 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0718,0718 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",13,True,Glut,1,Glut
WMB:CS20230722_SUPT_0751,0751 PAG Pou4f2 Mesi2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0752,0752 PAG Pou4f2 Mesi2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0750,0750 PAG Pou4f2 Mesi2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0748,0748 PAG Pou4f2 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0749,0749 PAG Pou4f2 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0746,0746 PAG Pou4f2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0747,0747 PAG Pou4f2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0745,0745 PAG Pou4f2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",13,True,Glut,1,Glut
WMB:CS20230722_SUPT_0742,0742 PAG Pou4f1 Ebf2 Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0743,0743 PAG Pou4f1 Ebf2 Glut_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0762,0762 SCig Foxb1 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0763,0763 SCig Foxb1 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0760,0760 SCig Foxb1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,Glut,1,Glut
WMB:CS20230722_SUPT_0761,0761 SCig Foxb1 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0759,0759 SC Bnc2 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0757,0757 SC Bnc2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0758,0758 SC Bnc2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0755,0755 PAG Pou4f2 Mesi2 Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0753,0753 PAG Pou4f2 Mesi2 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0754,0754 PAG Pou4f2 Mesi2 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0730,0730 PAG-SC Pou4f1 Zic1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",14,True,Glut,1,Glut
WMB:CS20230722_SUPT_0726,0726 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0727,0727 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0724,0724 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0725,0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0722,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0723,0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0720,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,Glut,1,Glut
WMB:CS20230722_SUPT_0721,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0728,0728 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0729,0729 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0740,0740 PAG Pou4f1 Ebf2 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,Glut,1,Glut
WMB:CS20230722_SUPT_0741,0741 PAG Pou4f1 Ebf2 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0737,0737 PAG Pou4f1 Ebf2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,Glut,1,Glut
WMB:CS20230722_SUPT_0738,0738 PAG Pou4f1 Ebf2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0735,0735 PAG Pou4f1 Bnc2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",11,True,Glut,1,Glut
WMB:CS20230722_SUPT_0736,0736 PAG Pou4f1 Bnc2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",11,True,Glut,1,Glut
WMB:CS20230722_SUPT_0733,0733 PAG-MRN Tfap2b Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",32,True,Glut,1,Glut
WMB:CS20230722_SUPT_0734,0734 PAG-MRN Tfap2b Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0731,0731 PAG-SC Pou4f1 Zic1 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",14,True,Glut,1,Glut
WMB:CS20230722_SUPT_0732,0732 PAG-SC Pou4f1 Zic1 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0739,0739 PAG Pou4f1 Ebf2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0895,0895 PB Lmx1a Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",14,True,Glut,1,Glut
WMB:CS20230722_SUPT_0892,0892 MB-MY Tph2 Glut-Sero_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,3,Glut-GABA-Sero|Glut|Glut-Sero
WMB:CS20230722_SUPT_0890,0890 MB-MY Tph2 Glut-Sero_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,2,Glut-GABA-Sero|Glut
WMB:CS20230722_SUPT_0891,0891 MB-MY Tph2 Glut-Sero_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Sero,3,Glut-GABA-Sero|Glut-Sero|Sero
WMB:CS20230722_SUPT_0889,0889 MB-MY Tph2 Glut-Sero_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,Glut,3,Glut-GABA-Sero|Glut-Sero|Glut
WMB:CS20230722_SUPT_0887,0887 SNc-VTA-RAmb Foxa1 Dopa_8,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut|GABA,2,Glut-GABA|Glut-GABA-Dopa
WMB:CS20230722_SUPT_0888,0888 MB-MY Tph2 Glut-Sero_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,Sero,3,GABA-Sero|Glut-GABA-Sero|Glut-Sero
WMB:CS20230722_SUPT_0885,0885 SNc-VTA-RAmb Foxa1 Dopa_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Dopa,3,GABA-Dopa|Glut-Dopa|Dopa
WMB:CS20230722_SUPT_0886,0886 SNc-VTA-RAmb Foxa1 Dopa_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Dopa,2,Glut-Dopa|Dopa
WMB:CS20230722_SUPT_0898,0898 PB Lmx1a Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,Glut,1,Glut
WMB:CS20230722_SUPT_0899,0899 PB Lmx1a Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,2,Glut-Chol|Glut
WMB:CS20230722_SUPT_0897,0897 PB Lmx1a Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0825,0825 PAG-RN Nkx2-2 Otx1 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",13,True,GABA,2,GABA|GABA-Glyc
WMB:CS20230722_SUPT_0826,0826 PAG-RN Nkx2-2 Otx1 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA|Glyc,1,GABA-Glyc
WMB:CS20230722_SUPT_0823,0823 PAG-RN Nkx2-2 Otx1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0824,0824 PAG-RN Nkx2-2 Otx1 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,2,GABA|GABA-Glyc
WMB:CS20230722_SUPT_0822,0822 PAG-ND-PCG Onecut1 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA|Glyc,1,GABA-Glyc
WMB:CS20230722_SUPT_0820,0820 PAG-ND-PCG Onecut1 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0829,0829 PRT Tcf7l2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",11,True,GABA,1,GABA
WMB:CS20230722_SUPT_0827,0827 PAG-RN Nkx2-2 Otx1 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0828,0828 PAG-RN Nkx2-2 Otx1 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,2,GABA|GABA-Glyc
WMB:CS20230722_SUPT_0840,0840 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0836,0836 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0837,0837 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0834,0834 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA,1,GABA
WMB:CS20230722_SUPT_0835,0835 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0832,0832 PRT Tcf7l2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,GABA,1,GABA
WMB:CS20230722_SUPT_0833,0833 PRT Tcf7l2 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0830,0830 PRT Tcf7l2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0831,0831 PRT Tcf7l2 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,GABA,1,GABA
WMB:CS20230722_SUPT_0838,0838 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0839,0839 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0803,0803 PAG-PPN Pax5 Sox21 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0804,0804 PAG-PPN Pax5 Sox21 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0802,0802 PAG-PPN Pax5 Sox21 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0800,0800 SNr-VTA Pax5 Npas1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA,1,GABA
WMB:CS20230722_SUPT_0809,0809 IC Six3 En2 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA,1,GABA
WMB:CS20230722_SUPT_0807,0807 IC Six3 En2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",12,True,GABA,1,GABA
WMB:CS20230722_SUPT_0808,0808 IC Six3 En2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0805,0805 PAG-PPN Pax5 Sox21 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0806,0806 SNr Six3 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0814,0814 PAG-MRN-RN Foxa2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0815,0815 PAG-MRN-RN Foxa2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0812,0812 IC Six3 En2 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0813,0813 IC Six3 En2 Gaba_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0810,0810 IC Six3 En2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0811,0811 IC Six3 En2 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0818,0818 PAG-ND-PCG Onecut1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",11,True,GABA,1,GABA
WMB:CS20230722_SUPT_0819,0819 PAG-ND-PCG Onecut1 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0816,0816 PAG-MRN-RN Foxa2 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,2,GABA|Glut-GABA
WMB:CS20230722_SUPT_0817,0817 PAG-MRN-RN Foxa2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0872,0872 SCsg Gabrr2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",11,True,GABA,2,GABA|Glut-GABA
WMB:CS20230722_SUPT_0873,0873 SCsg Gabrr2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0870,0870 SCs Lef1 Gli3 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0871,0871 SCs Lef1 Gli3 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0869,0869 SCs Lef1 Gli3 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0867,0867 SC Tnnt1 Gli3 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0868,0868 SC Tnnt1 Gli3 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0865,0865 PRT Mecom Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0866,0866 PRT Mecom Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,2,GABA|GABA-Glyc
WMB:CS20230722_SUPT_0864,0864 PRT Mecom Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",11,True,GABA,2,GABA|GABA-Glyc
WMB:CS20230722_SUPT_0883,0883 SNc-VTA-RAmb Foxa1 Dopa_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut|Dopa,2,Glut-GABA-Dopa|Glut-Dopa
WMB:CS20230722_SUPT_0884,0884 SNc-VTA-RAmb Foxa1 Dopa_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Dopa,2,Glut-Dopa|Dopa
WMB:CS20230722_SUPT_0881,0881 SNc-VTA-RAmb Foxa1 Dopa_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA|Dopa,2,GABA-Dopa|Glut-GABA-Dopa
WMB:CS20230722_SUPT_0882,0882 SNc-VTA-RAmb Foxa1 Dopa_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA|Dopa,2,GABA-Dopa|Glut-GABA-Dopa
WMB:CS20230722_SUPT_0880,0880 SNc-VTA-RAmb Foxa1 Dopa_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,Glut,3,Glut-Dopa|Glut-GABA|Glut-GABA-Dopa
WMB:CS20230722_SUPT_0878,0878 IPN Otp Crisp1 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0876,0876 SCsg Gabrr2 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0877,0877 IPN Otp Crisp1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,2,GABA|Glut-GABA
WMB:CS20230722_SUPT_0874,0874 SCsg Gabrr2 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0875,0875 SCsg Gabrr2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0850,0850 SCm-PAG Cdh23 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0851,0851 SCm-PAG Cdh23 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0847,0847 SC-PAG Lef1 Emx2 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0848,0848 SCm-PAG Cdh23 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,GABA,1,GABA
WMB:CS20230722_SUPT_0845,0845 SC-PAG Lef1 Emx2 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0846,0846 SC-PAG Lef1 Emx2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0843,0843 SC-PAG Lef1 Emx2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA,1,GABA
WMB:CS20230722_SUPT_0844,0844 SC-PAG Lef1 Emx2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,GABA,1,GABA
WMB:CS20230722_SUPT_0841,0841 SC Otx2 Gcnt4 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0849,0849 SCm-PAG Cdh23 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0861,0861 SCs Pax7 Nfia Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0860,0860 SCs Pax7 Nfia Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0859,0859 SCs Pax7 Nfia Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0857,0857 SC Lef1 Otx2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0854,0854 SCs Dmbx1 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0855,0855 SCs Dmbx1 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0852,0852 SCs Dmbx1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0853,0853 SCs Dmbx1 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0114,0114 L6 CT CTX Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0111,0111 L6b CTX Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0112,0112 L6b CTX Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0110,0110 L6b CTX Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
