cc_curie,cc_label,token_position,token_text,token_simplified_type,token_type,token_name,primary_identifier,secondary_identifier,tertiary_identifier,original_part
WMB:CS20230722_CLUS_2531,2531 PMd-LHA Foxb1 Glut_2,1,PMd,anatomical,structure,Dorsal premammillary nucleus,MBA:980,UBERON:0007767,,PMd-LHA
WMB:CS20230722_CLUS_2531,2531 PMd-LHA Foxb1 Glut_2,2,LHA,anatomical,structure,Lateral hypothalamic area,MBA:194,UBERON:0002430,,PMd-LHA
WMB:CS20230722_CLUS_2531,2531 PMd-LHA Foxb1 Glut_2,3,Foxb1,gene,gene,forkhead box B1,ENSEMBL:ENSMUSG00000059246,NCBIGene:64290,ABAGene:40891,Foxb1
WMB:CS20230722_CLUS_2531,2531 PMd-LHA Foxb1 Glut_2,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2532,2532 PMd-LHA Foxb1 Glut_2,1,PMd,anatomical,structure,Dorsal premammillary nucleus,MBA:980,UBERON:0007767,,PMd-LHA
WMB:CS20230722_CLUS_2532,2532 PMd-LHA Foxb1 Glut_2,2,LHA,anatomical,structure,Lateral hypothalamic area,MBA:194,UBERON:0002430,,PMd-LHA
WMB:CS20230722_CLUS_2532,2532 PMd-LHA Foxb1 Glut_2,3,Foxb1,gene,gene,forkhead box B1,ENSEMBL:ENSMUSG00000059246,NCBIGene:64290,ABAGene:40891,Foxb1
WMB:CS20230722_CLUS_2532,2532 PMd-LHA Foxb1 Glut_2,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2533,2533 PMd-LHA Foxb1 Glut_3,1,PMd,anatomical,structure,Dorsal premammillary nucleus,MBA:980,UBERON:0007767,,PMd-LHA
WMB:CS20230722_CLUS_2533,2533 PMd-LHA Foxb1 Glut_3,2,LHA,anatomical,structure,Lateral hypothalamic area,MBA:194,UBERON:0002430,,PMd-LHA
WMB:CS20230722_CLUS_2533,2533 PMd-LHA Foxb1 Glut_3,3,Foxb1,gene,gene,forkhead box B1,ENSEMBL:ENSMUSG00000059246,NCBIGene:64290,ABAGene:40891,Foxb1
WMB:CS20230722_CLUS_2533,2533 PMd-LHA Foxb1 Glut_3,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2534,2534 PMd-LHA Foxb1 Glut_3,1,PMd,anatomical,structure,Dorsal premammillary nucleus,MBA:980,UBERON:0007767,,PMd-LHA
WMB:CS20230722_CLUS_2534,2534 PMd-LHA Foxb1 Glut_3,2,LHA,anatomical,structure,Lateral hypothalamic area,MBA:194,UBERON:0002430,,PMd-LHA
WMB:CS20230722_CLUS_2534,2534 PMd-LHA Foxb1 Glut_3,3,Foxb1,gene,gene,forkhead box B1,ENSEMBL:ENSMUSG00000059246,NCBIGene:64290,ABAGene:40891,Foxb1
WMB:CS20230722_CLUS_2534,2534 PMd-LHA Foxb1 Glut_3,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2535,2535 PMd-LHA Foxb1 Glut_3,1,PMd,anatomical,structure,Dorsal premammillary nucleus,MBA:980,UBERON:0007767,,PMd-LHA
WMB:CS20230722_CLUS_2535,2535 PMd-LHA Foxb1 Glut_3,2,LHA,anatomical,structure,Lateral hypothalamic area,MBA:194,UBERON:0002430,,PMd-LHA
WMB:CS20230722_CLUS_2535,2535 PMd-LHA Foxb1 Glut_3,3,Foxb1,gene,gene,forkhead box B1,ENSEMBL:ENSMUSG00000059246,NCBIGene:64290,ABAGene:40891,Foxb1
WMB:CS20230722_CLUS_2535,2535 PMd-LHA Foxb1 Glut_3,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2536,2536 PH-SUM Foxa1 Glut_1,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2536,2536 PH-SUM Foxa1 Glut_1,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2536,2536 PH-SUM Foxa1 Glut_1,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2536,2536 PH-SUM Foxa1 Glut_1,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2537,2537 PH-SUM Foxa1 Glut_1,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2537,2537 PH-SUM Foxa1 Glut_1,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2537,2537 PH-SUM Foxa1 Glut_1,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2537,2537 PH-SUM Foxa1 Glut_1,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2538,2538 PH-SUM Foxa1 Glut_1,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2538,2538 PH-SUM Foxa1 Glut_1,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2538,2538 PH-SUM Foxa1 Glut_1,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2538,2538 PH-SUM Foxa1 Glut_1,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2539,2539 PH-SUM Foxa1 Glut_1,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2539,2539 PH-SUM Foxa1 Glut_1,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2539,2539 PH-SUM Foxa1 Glut_1,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2539,2539 PH-SUM Foxa1 Glut_1,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUBC_254,254 VCO Mafa Meis2 Glut,1,VCO,anatomical,structure,Ventral cochlear nucleus,MBA:101,UBERON:0002828,,VCO
WMB:CS20230722_SUBC_254,254 VCO Mafa Meis2 Glut,1,Mafa,gene,gene,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)",ENSEMBL:ENSMUSG00000047591,NCBIGene:378435,,Mafa
WMB:CS20230722_SUBC_254,254 VCO Mafa Meis2 Glut,1,Meis2,gene,gene,Meis homeobox 2,ENSEMBL:ENSMUSG00000027210,NCBIGene:17536,ABAGene:17303,Meis2
WMB:CS20230722_SUBC_254,254 VCO Mafa Meis2 Glut,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2540,2540 PH-SUM Foxa1 Glut_2,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2540,2540 PH-SUM Foxa1 Glut_2,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2540,2540 PH-SUM Foxa1 Glut_2,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2540,2540 PH-SUM Foxa1 Glut_2,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2541,2541 PH-SUM Foxa1 Glut_2,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2541,2541 PH-SUM Foxa1 Glut_2,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2541,2541 PH-SUM Foxa1 Glut_2,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2541,2541 PH-SUM Foxa1 Glut_2,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2542,2542 PH-SUM Foxa1 Glut_2,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2542,2542 PH-SUM Foxa1 Glut_2,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2542,2542 PH-SUM Foxa1 Glut_2,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2542,2542 PH-SUM Foxa1 Glut_2,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2543,2543 PH-SUM Foxa1 Glut_3,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2543,2543 PH-SUM Foxa1 Glut_3,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2543,2543 PH-SUM Foxa1 Glut_3,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2543,2543 PH-SUM Foxa1 Glut_3,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2544,2544 PH-SUM Foxa1 Glut_3,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2544,2544 PH-SUM Foxa1 Glut_3,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2544,2544 PH-SUM Foxa1 Glut_3,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2544,2544 PH-SUM Foxa1 Glut_3,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2545,2545 PH-SUM Foxa1 Glut_3,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2545,2545 PH-SUM Foxa1 Glut_3,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2545,2545 PH-SUM Foxa1 Glut_3,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2545,2545 PH-SUM Foxa1 Glut_3,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2546,2546 PH-SUM Foxa1 Glut_3,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2546,2546 PH-SUM Foxa1 Glut_3,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2546,2546 PH-SUM Foxa1 Glut_3,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2546,2546 PH-SUM Foxa1 Glut_3,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2547,2547 PH-SUM Foxa1 Glut_3,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2547,2547 PH-SUM Foxa1 Glut_3,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2547,2547 PH-SUM Foxa1 Glut_3,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2547,2547 PH-SUM Foxa1 Glut_3,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2548,2548 PH-SUM Foxa1 Glut_3,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2548,2548 PH-SUM Foxa1 Glut_3,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2548,2548 PH-SUM Foxa1 Glut_3,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2548,2548 PH-SUM Foxa1 Glut_3,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2549,2549 PH-SUM Foxa1 Glut_3,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2549,2549 PH-SUM Foxa1 Glut_3,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2549,2549 PH-SUM Foxa1 Glut_3,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2549,2549 PH-SUM Foxa1 Glut_3,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUBC_255,255 SPVO Mafa Meis2 Glut,1,SPVO,anatomical,structure,"Spinal nucleus of the trigeminal, oral part",MBA:445,UBERON:0002591,,SPVO
WMB:CS20230722_SUBC_255,255 SPVO Mafa Meis2 Glut,1,Mafa,gene,gene,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)",ENSEMBL:ENSMUSG00000047591,NCBIGene:378435,,Mafa
WMB:CS20230722_SUBC_255,255 SPVO Mafa Meis2 Glut,1,Meis2,gene,gene,Meis homeobox 2,ENSEMBL:ENSMUSG00000027210,NCBIGene:17536,ABAGene:17303,Meis2
WMB:CS20230722_SUBC_255,255 SPVO Mafa Meis2 Glut,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2550,2550 PH-SUM Foxa1 Glut_4,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2550,2550 PH-SUM Foxa1 Glut_4,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2550,2550 PH-SUM Foxa1 Glut_4,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2550,2550 PH-SUM Foxa1 Glut_4,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2551,2551 PH-SUM Foxa1 Glut_4,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2551,2551 PH-SUM Foxa1 Glut_4,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2551,2551 PH-SUM Foxa1 Glut_4,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2551,2551 PH-SUM Foxa1 Glut_4,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2552,2552 PH-SUM Foxa1 Glut_5,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2552,2552 PH-SUM Foxa1 Glut_5,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2552,2552 PH-SUM Foxa1 Glut_5,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2552,2552 PH-SUM Foxa1 Glut_5,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2553,2553 PH-SUM Foxa1 Glut_5,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2553,2553 PH-SUM Foxa1 Glut_5,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2553,2553 PH-SUM Foxa1 Glut_5,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2553,2553 PH-SUM Foxa1 Glut_5,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2554,2554 PH-SUM Foxa1 Glut_5,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2554,2554 PH-SUM Foxa1 Glut_5,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2554,2554 PH-SUM Foxa1 Glut_5,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2554,2554 PH-SUM Foxa1 Glut_5,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2555,2555 PH-SUM Foxa1 Glut_5,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2555,2555 PH-SUM Foxa1 Glut_5,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2555,2555 PH-SUM Foxa1 Glut_5,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2555,2555 PH-SUM Foxa1 Glut_5,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2556,2556 PH-SUM Foxa1 Glut_5,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2556,2556 PH-SUM Foxa1 Glut_5,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2556,2556 PH-SUM Foxa1 Glut_5,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2556,2556 PH-SUM Foxa1 Glut_5,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2557,2557 PH-SUM Foxa1 Glut_5,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2557,2557 PH-SUM Foxa1 Glut_5,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2557,2557 PH-SUM Foxa1 Glut_5,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2557,2557 PH-SUM Foxa1 Glut_5,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2558,2558 PH-SUM Foxa1 Glut_6,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2558,2558 PH-SUM Foxa1 Glut_6,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2558,2558 PH-SUM Foxa1 Glut_6,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2558,2558 PH-SUM Foxa1 Glut_6,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2559,2559 PH-SUM Foxa1 Glut_6,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2559,2559 PH-SUM Foxa1 Glut_6,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2559,2559 PH-SUM Foxa1 Glut_6,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2559,2559 PH-SUM Foxa1 Glut_6,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUBC_256,256 SPVC Mafa Glut,1,SPVC,anatomical,structure,"Spinal nucleus of the trigeminal, caudal part",MBA:429,UBERON:0002866,,SPVC
WMB:CS20230722_SUBC_256,256 SPVC Mafa Glut,1,Mafa,gene,gene,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)",ENSEMBL:ENSMUSG00000047591,NCBIGene:378435,,Mafa
WMB:CS20230722_SUBC_256,256 SPVC Mafa Glut,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2560,2560 PH-SUM Foxa1 Glut_6,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2560,2560 PH-SUM Foxa1 Glut_6,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2560,2560 PH-SUM Foxa1 Glut_6,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2560,2560 PH-SUM Foxa1 Glut_6,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2561,2561 PH-SUM Foxa1 Glut_6,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2561,2561 PH-SUM Foxa1 Glut_6,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2561,2561 PH-SUM Foxa1 Glut_6,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2561,2561 PH-SUM Foxa1 Glut_6,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2562,2562 PH-SUM Foxa1 Glut_6,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2562,2562 PH-SUM Foxa1 Glut_6,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2562,2562 PH-SUM Foxa1 Glut_6,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2562,2562 PH-SUM Foxa1 Glut_6,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2563,2563 PH-SUM Foxa1 Glut_6,1,PH,anatomical,structure,Posterior hypothalamic nucleus,MBA:946,UBERON:0002706,,PH-SUM
WMB:CS20230722_CLUS_2563,2563 PH-SUM Foxa1 Glut_6,2,SUM,anatomical,structure,Supramammillary nucleus,MBA:525,UBERON:0001940,,PH-SUM
WMB:CS20230722_CLUS_2563,2563 PH-SUM Foxa1 Glut_6,3,Foxa1,gene,gene,forkhead box A1,ENSEMBL:ENSMUSG00000035451,NCBIGene:15375,ABAGene:15150,Foxa1
WMB:CS20230722_CLUS_2563,2563 PH-SUM Foxa1 Glut_6,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2564,2564 HY Gnrh1 Glut_1,1,HY,anatomical,structure,Hypothalamus,MBA:1097,UBERON:0001898,,HY
WMB:CS20230722_CLUS_2564,2564 HY Gnrh1 Glut_1,1,Gnrh1,gene,gene,gonadotropin releasing hormone 1,ENSEMBL:ENSMUSG00000015812,NCBIGene:14714,ABAGene:14490,Gnrh1
WMB:CS20230722_CLUS_2564,2564 HY Gnrh1 Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2565,2565 MM-ant Foxb1 Glut_1,1,MM,anatomical,structure,Medial mammillary nucleus,MBA:491,UBERON:0001939,,MM-ant
WMB:CS20230722_CLUS_2565,2565 MM-ant Foxb1 Glut_1,2,ant,unknown,unknown,Unknown token: ant,,,,MM-ant
WMB:CS20230722_CLUS_2565,2565 MM-ant Foxb1 Glut_1,3,Foxb1,gene,gene,forkhead box B1,ENSEMBL:ENSMUSG00000059246,NCBIGene:64290,ABAGene:40891,Foxb1
WMB:CS20230722_CLUS_2565,2565 MM-ant Foxb1 Glut_1,3,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_2566,2566 MM-ant Foxb1 Glut_1,1,MM,anatomical,structure,Medial mammillary nucleus,MBA:491,UBERON:0001939,,MM-ant
WMB:CS20230722_CLUS_2566,2566 MM-ant Foxb1 Glut_1,2,ant,unknown,unknown,Unknown token: ant,,,,MM-ant
WMB:CS20230722_CLUS_2566,2566 MM-ant Foxb1 Glut_1,3,Foxb1,gene,gene,forkhead box B1,ENSEMBL:ENSMUSG00000059246,NCBIGene:64290,ABAGene:40891,Foxb1
