class_curie,class_label,cluster_curie,cluster_label,labelset,cell_curie,cell_label,mapping_curie,mapping_label,mapping_type
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_182,182 CUN-PPN Evx2 Meis2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110242,CUN-PPN Evx2 Meis2 Glut neuron (Mmus),MBA:1052,Pedunculopontine nucleus,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_213,213 SCsg Gabrr2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110273,SCsg Gabrr2 Gaba neuron (Mmus),MBA:842,"Superior colliculus, superficial gray layer",anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_187,187 SCsg Pde5a Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110247,SCsg Pde5a Glut neuron (Mmus),MBA:842,"Superior colliculus, superficial gray layer",anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_200,200 PAG-ND-PCG Onecut1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110260,PAG-ND-PCG Onecut1 Gaba neuron (Mmus),MBA:587,Nucleus of Darkschewitsch,anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_272,272 LDT-PCG-CS Gata3 Lhx1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110332,LDT-PCG-CS Gata3 Lhx1 Gaba neuron (Mmus),MBA:898,Pontine central gray,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_224,224 PCG-PRNr Vsx2 Nkx6-1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110284,PCG-PRNr Vsx2 Nkx6-1 Glut neuron (Mmus),MBA:898,Pontine central gray,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_192,192 PPN-CUN-PCG Otp En1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110252,PPN-CUN-PCG Otp En1 Gaba neuron (Mmus),MBA:898,Pontine central gray,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_194,194 MRN-VTN-PPN Pax5 Cdh23 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110254,MRN-VTN-PPN Pax5 Cdh23 Gaba neuron (Mmus),MBA:757,Ventral tegmental nucleus,anatomical
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110013,CNU-HYa Glut neuron (Mmus),MBA:623,Cerebral nuclei,anatomical
WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,WMB:CS20230722_CLAS_11,11 CNU-HYa GABA,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110011,CNU-HYa GABA neuron (Mmus),MBA:623,Cerebral nuclei,anatomical
WMB:CS20230722_CLAS_08,08 CNU-MGE GABA,WMB:CS20230722_CLAS_08,08 CNU-MGE GABA,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110008,CNU-MGE GABA medial ganglionic eminence derived interneuron (Mmus),MBA:623,Cerebral nuclei,anatomical
WMB:CS20230722_CLAS_09,09 CNU-LGE GABA,WMB:CS20230722_CLAS_09,09 CNU-LGE GABA,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110009,CNU-LGE GABA lateral ganglionic eminence derived neuron (Mmus),MBA:623,Cerebral nuclei,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_195,195 SNr-VTA Pax5 Npas1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110255,SNr-VTA Pax5 Npas1 Gaba neuron (Mmus),MBA:749,Ventral tegmental area,anatomical
WMB:CS20230722_CLAS_21,21 MB Dopa,WMB:CS20230722_SUBC_215,215 SNc-VTA-RAmb Foxa1 Dopa,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110275,MB Dopa neuron (Mmus),MBA:749,Ventral tegmental area,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_210,210 PRT Mecom Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110270,PRT Mecom Gaba neuron (Mmus),MBA:1100,Pretectal region,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_206,206 SCm-PAG Cdh23 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110266,SCm-PAG Cdh23 Gaba neuron (Mmus),MBA:294,"Superior colliculus, motor related",anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_209,209 SCs Pax7 Nfia Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110269,SCs Pax7 Nfia Gaba neuron (Mmus),MBA:302,"Superior colliculus, sensory related",anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_277,277 DTN-LDT-IPN Otp Pax3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110337,DTN-LDT-IPN Otp Pax3 Gaba neuron (Mmus),MBA:100,Interpeduncular nucleus,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_231,231 IPN-LDT Vsx2 Nkx6-1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110291,IPN-LDT Vsx2 Nkx6-1 Glut neuron (Mmus),MBA:100,Interpeduncular nucleus,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_214,214 IPN Otp Crisp1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110274,IPN Otp Crisp1 Gaba neuron (Mmus),MBA:100,Interpeduncular nucleus,anatomical
WMB:CS20230722_CLAS_21,21 MB Dopa,WMB:CS20230722_SUBC_215,215 SNc-VTA-RAmb Foxa1 Dopa,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110275,MB Dopa neuron (Mmus),MBA:374,"Substantia nigra, compact part",anatomical
WMB:CS20230722_CLAS_21,21 MB Dopa,WMB:CS20230722_SUBC_215,215 SNc-VTA-RAmb Foxa1 Dopa,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110275,MB Dopa neuron (Mmus),MBA:165,Midbrain raphe nuclei,anatomical
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_CLAS_27,27 MY GABA,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110027,MY GABA neuron (Mmus),MBA:354,Medulla,anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_CLAS_24,24 MY Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110024,MY Glut neuron (Mmus),MBA:354,Medulla,anatomical
WMB:CS20230722_CLAS_22,22 MB-HB Sero,WMB:CS20230722_SUBC_216,216 MB-MY Tph2 Glut-Sero,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110276,MB-HB Sero neuron (Mmus),MBA:354,Medulla,anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_265,265 PB Sst Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110325,PB Sst Gly-Gaba neuron (Mmus),MBA:867,Parabrachial nucleus,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_217,217 PB Lmx1a Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110277,PB Lmx1a Glut neuron (Mmus),MBA:867,Parabrachial nucleus,anatomical
WMB:CS20230722_CLAS_09,09 CNU-LGE GABA,WMB:CS20230722_CLAS_09,09 CNU-LGE GABA,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110009,CNU-LGE GABA lateral ganglionic eminence derived neuron (Mmus),UBERON:0004025,lateral ganglionic eminence,anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_279,279 PSV Pax2 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110339,PSV Pax2 Gly-Gaba neuron (Mmus),MBA:7,Principal sensory nucleus of the trigeminal,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_228,228 PSV Pvalb Lhx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110288,PSV Pvalb Lhx2 Glut neuron (Mmus),MBA:7,Principal sensory nucleus of the trigeminal,anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_272,272 LDT-PCG-CS Gata3 Lhx1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110332,LDT-PCG-CS Gata3 Lhx1 Gaba neuron (Mmus),MBA:162,Laterodorsal tegmental nucleus,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_221,221 LDT-PCG Vsx2 Lhx4 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110281,LDT-PCG Vsx2 Lhx4 Glut neuron (Mmus),MBA:162,Laterodorsal tegmental nucleus,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_223,223 B-PB Nr4a2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110283,B-PB Nr4a2 Glut neuron (Mmus),MBA:280,Barrington's nucleus,anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_268,268 CS-PRNr-DR En1 Sox2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110328,CS-PRNr-DR En1 Sox2 Gaba neuron (Mmus),MBA:146,Pontine reticular nucleus,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_224,224 PCG-PRNr Vsx2 Nkx6-1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110284,PCG-PRNr Vsx2 Nkx6-1 Glut neuron (Mmus),MBA:146,Pontine reticular nucleus,anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_264,264 PRNc Otp Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110324,PRNc Otp Gly-Gaba neuron (Mmus),MBA:1093,"Pontine reticular nucleus, caudal part",anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_237,237 PRP-NI-PRNc-GRN Otp Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110297,PRP-NI-PRNc-GRN Otp Glut neuron (Mmus),MBA:1093,"Pontine reticular nucleus, caudal part",anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_226,226 PRNc-PARN Tlx1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110286,PRNc-PARN Tlx1 Glut neuron (Mmus),MBA:1093,"Pontine reticular nucleus, caudal part",anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_271,271 NI-RPO Gata3 Nr4a2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110331,NI-RPO Gata3 Nr4a2 Gaba neuron (Mmus),MBA:604,Nucleus incertus,anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_237,237 PRP-NI-PRNc-GRN Otp Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110297,PRP-NI-PRNc-GRN Otp Glut neuron (Mmus),MBA:604,Nucleus incertus,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_225,225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110285,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut neuron (Mmus),MBA:604,Nucleus incertus,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_225,225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110285,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut neuron (Mmus),MBA:318,Supragenual nucleus,anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_271,271 NI-RPO Gata3 Nr4a2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110331,NI-RPO Gata3 Nr4a2 Gaba neuron (Mmus),MBA:238,Nucleus raphe pontis,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_225,225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110285,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut neuron (Mmus),MBA:238,Nucleus raphe pontis,anatomical
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_304,304 NTS-PARN Neurod2 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110364,NTS-PARN Neurod2 Gly-Gaba neuron (Mmus),MBA:852,Parvicellular reticular nucleus,anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_243,243 PGRN-PARN-MDRN Hoxb5 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110303,PGRN-PARN-MDRN Hoxb5 Glut neuron (Mmus),MBA:852,Parvicellular reticular nucleus,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_226,226 PRNc-PARN Tlx1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110286,PRNc-PARN Tlx1 Glut neuron (Mmus),MBA:852,Parvicellular reticular nucleus,anatomical
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_291,291 NTS-MDRNd Prox1 Zic1 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110351,NTS-MDRNd Prox1 Zic1 Gly-Gaba neuron (Mmus),MBA:651,Nucleus of the solitary tract,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_229,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110289,PB-NTS Phox2b Ebf3 Lmx1b Glut neuron (Mmus),MBA:651,Nucleus of the solitary tract,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_233,233 NLL-SOC Spp1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110293,NLL-SOC Spp1 Glut neuron (Mmus),MBA:612,Nucleus of the lateral lemniscus,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_233,233 NLL-SOC Spp1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110293,NLL-SOC Spp1 Glut neuron (Mmus),MBA:398,Superior olivary complex,anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_237,237 PRP-NI-PRNc-GRN Otp Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110297,PRP-NI-PRNc-GRN Otp Glut neuron (Mmus),MBA:169,Nucleus prepositus,anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_237,237 PRP-NI-PRNc-GRN Otp Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110297,PRP-NI-PRNc-GRN Otp Glut neuron (Mmus),MBA:1048,Gigantocellular reticular nucleus,anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_243,243 PGRN-PARN-MDRN Hoxb5 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110303,PGRN-PARN-MDRN Hoxb5 Glut neuron (Mmus),MBA:938,Paragigantocellular reticular nucleus,anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_243,243 PGRN-PARN-MDRN Hoxb5 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110303,PGRN-PARN-MDRN Hoxb5 Glut neuron (Mmus),MBA:395,Medullary reticular nucleus,anatomical
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_293,293 PAS-MV Ebf2 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110353,PAS-MV Ebf2 Gly-Gaba neuron (Mmus),MBA:202,Medial vestibular nucleus,anatomical
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_287,287 MV-SPIV-PRP Dmbx1 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110347,MV-SPIV-PRP Dmbx1 Gly-Gaba neuron (Mmus),MBA:225,Spinal vestibular nucleus,anatomical
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_306,306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110366,SPVI-SPVC Sall3 Lhx1 Gly-Gaba neuron (Mmus),MBA:437,"Spinal nucleus of the trigeminal, interpolar part",anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_245,245 SPVI-SPVC Tlx3 Ebf3 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110305,SPVI-SPVC Tlx3 Ebf3 Glut neuron (Mmus),MBA:437,"Spinal nucleus of the trigeminal, interpolar part",anatomical
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_306,306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110366,SPVI-SPVC Sall3 Lhx1 Gly-Gaba neuron (Mmus),MBA:429,"Spinal nucleus of the trigeminal, caudal part",anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_245,245 SPVI-SPVC Tlx3 Ebf3 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110305,SPVI-SPVC Tlx3 Ebf3 Glut neuron (Mmus),MBA:429,"Spinal nucleus of the trigeminal, caudal part",anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_246,246 CU-ECU-SPVI Foxb1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110306,CU-ECU-SPVI Foxb1 Glut neuron (Mmus),MBA:711,Cuneate nucleus,anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_246,246 CU-ECU-SPVI Foxb1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110306,CU-ECU-SPVI Foxb1 Glut neuron (Mmus),MBA:903,External cuneate nucleus,anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110312,DMX VII Tbx20 Chol neuron (Mmus),MBA:839,Dorsal motor nucleus of the vagus nerve,anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110312,DMX VII Tbx20 Chol neuron (Mmus),MBA:661,Facial motor nucleus,anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_254,254 VCO Mafa Meis2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110314,VCO Mafa Meis2 Glut neuron (Mmus),MBA:101,Ventral cochlear nucleus,anatomical
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_291,291 NTS-MDRNd Prox1 Zic1 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110351,NTS-MDRNd Prox1 Zic1 Gly-Gaba neuron (Mmus),MBA:1098,"Medullary reticular nucleus, dorsal part",anatomical
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_261,261 HB Calcb Chol,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110321,HB Calcb Chol neuron (Mmus),MBA:1065,Hindbrain,anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_268,268 CS-PRNr-DR En1 Sox2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110328,CS-PRNr-DR En1 Sox2 Gaba neuron (Mmus),MBA:679,Superior central nucleus raphe,anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_268,268 CS-PRNr-DR En1 Sox2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110328,CS-PRNr-DR En1 Sox2 Gaba neuron (Mmus),MBA:872,Dorsal nucleus raphe,anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_277,277 DTN-LDT-IPN Otp Pax3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110337,DTN-LDT-IPN Otp Pax3 Gaba neuron (Mmus),MBA:880,Dorsal tegmental nucleus,anatomical
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_293,293 PAS-MV Ebf2 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110353,PAS-MV Ebf2 Gly-Gaba neuron (Mmus),MBA:859,Parasolitary nucleus,anatomical
WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,WMB:CS20230722_SUBC_308,308 DCO Il22 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110368,DCO Il22 Gly-Gaba neuron (Mmus),MBA:96,Dorsal cochlear nucleus,anatomical
WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,WMB:CS20230722_SUBC_308,308 DCO Il22 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",CL:4300348,DCO Il22 Gly-Gaba cerebellar neuron (Mmus),MBA:96,Dorsal cochlear nucleus,anatomical
WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110028,CB GABA neuron (Mmus),MBA:512,Cerebellum,anatomical
WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",CL:4300028,cerebellar GABAergic neuron (Mmus),MBA:512,Cerebellum,anatomical
WMB:CS20230722_CLAS_29,29 CB Glut CS20230722_CLAS_29,WMB:CS20230722_CLAS_29,29 CB Glut CS20230722_CLAS_29,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110029,CB Glut neuron (Mmus),MBA:512,Cerebellum,anatomical
WMB:CS20230722_CLAS_29,29 CB Glut CS20230722_CLAS_29,WMB:CS20230722_CLAS_29,29 CB Glut CS20230722_CLAS_29,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",CL:4300029,cerebellar glutamatergic neuron (Mmus),MBA:512,Cerebellum,anatomical
WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,WMB:CS20230722_SUBC_313,313 CBX Purkinje Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110373,CBX Purkinje Gaba Purkinje cell (Mmus),MBA:528,Cerebellar cortex,anatomical
WMB:CS20230722_CLAS_28,28 CB GABA CS20230722_CLAS_28,WMB:CS20230722_SUBC_313,313 CBX Purkinje Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",CL:4300353,Purkinje cell (Mmus),MBA:528,Cerebellar cortex,anatomical
WMB:CS20230722_CLAS_30,30 Astro-Epen,WMB:CS20230722_SUBC_319,319 Astro-TE NN CS20230722_SUBC_319,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110379,telencephalic astrocyte (Mmus),UBERON:0001893,telencephalon,anatomical
WMB:CS20230722_CLAS_30,30 Astro-Epen,WMB:CS20230722_SUBC_319,319 Astro-TE NN CS20230722_SUBC_319,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",CL:4300359,astrocyte of cerebrum (Mmus),UBERON:0001893,telencephalon,anatomical
WMB:CS20230722_CLAS_30,30 Astro-Epen,WMB:CS20230722_SUBC_320,320 Astro-OLF NN CS20230722_SUBC_320,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",CL:4300360,olfactory areas astrocyte (Mmus),MBA:698,Olfactory areas,anatomical
WMB:CS20230722_CLAS_30,30 Astro-Epen,WMB:CS20230722_SUBC_320,320 Astro-OLF NN CS20230722_SUBC_320,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110380,olfactory areas astrocyte (Mmus),MBA:698,Olfactory areas,anatomical
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_CLAS_26,26 P GABA,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110026,P GABA neuron (Mmus),MBA:771,Pons,anatomical
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_CLAS_23,23 P Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110023,P Glut neuron (Mmus),MBA:771,Pons,anatomical
WMB:CS20230722_CLAS_01,01 IT-ET Glut,WMB:CS20230722_SUBC_001,001 CLA-EPd-CTX Car3 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110061,CLA-EPd-CTX Car3 Glut neuron (Mmus),ensembl:ENSMUSG00000027559,Car3 (Mmus),gene
WMB:CS20230722_CLAS_01,01 IT-ET Glut,WMB:CS20230722_SUBC_012,012 MEA Slc17a7 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110072,MEA Slc17a7 Glut neuron (Mmus),ensembl:ENSMUSG00000070570,Slc17a7 (Mmus),gene
